model,tahun,harga,transmisi,odometer,jenis,pajak,konsumsiBBM,mesin
 CRF 150,2017.29,5499.63,Kopling,54410.9,Skuter,103.51,124.89,71.0
 Sonic 150,2016.88,29895.08,Automatic,51266.62,Sport,156.69,46.97,62.89
 BeAT Street,2014.07,19770.97,Automatic,61304.33,Trail,107.99,87.22,133.06
 Verza,2011.2,20241.11,Automatic,112584.7,Skuter,4.81,68.75,36.77
 Revo,2017.71,21320.19,Kopling,65892.11,Bebek,168.73,113.9,59.75
 CB150R,2011.09,9128.22,Kopling,113540.92,Sport,37.13,101.25,49.37
 Revo,2016.63,9966.74,Manual,22603.76,Sport,24.01,85.9,115.68
 CB150R,2018.76,13745.78,Manual,86592.12,Trail,226.65,29.04,137.47
 BeAT Street,2014.5,22315.49,Automatic,96958.29,Sport,2.85,113.34,127.47
 BeAT,2012.88,10354.46,Automatic,81296.62,Trail,287.7,71.13,119.66
 CRF 150,2016.64,7428.43,Kopling,72800.87,Trail,154.58,118.36,148.02
 Vario 125,2017.54,34065.68,Automatic,67846.31,Skuter,294.9,76.07,104.57
 Sonic 150,2015.37,4484.81,Automatic,102687.22,Trail,17.4,95.34,112.66
 Supra GTR,2018.74,28842.36,Kopling,98065.12,Bebek,175.06,34.72,147.42
 Revo,2011.41,28384.91,Kopling,15779.37,Sport,104.8,100.28,1.05
 Revo,2015.04,13071.78,Kopling,101234.98,Trail,253.04,60.79,95.11
 BeAT ,2016.75,8030.41,Kopling,50109.9,Sport,108.37,62.08,110.85
 CB150R,2017.9,8342.47,Manual,31240.72,Trail,78.15,39.51,137.67
 Genio,2012.43,25558.17,Kopling,103727.1,Skuter,257.27,42.25,132.58
 BeAT,2017.4,23853.92,Kopling,52222.61,Bebek,112.4,46.02,126.29
 Sonic 150,2015.42,28219.88,Automatic,96502.38,Sport,5.05,59.84,141.87
 CB150R,2014.17,33047.48,Automatic,32382.81,Skuter,117.09,114.52,80.61
 BeAT ,2012.05,25386.44,Automatic,1853.32,Sport,196.36,63.72,1.04
 Supra X 125,2017.92,8661.41,Manual,59686.23,Skuter,76.31,98.26,1.66
 CB150R,2012.26,11394.17,Kopling,13183.76,Bebek,129.6,36.03,81.7
 Supra GTR,2013.48,30074.6,Kopling,90150.12,Trail,17.01,85.34,65.29
 Sonic 150,2013.32,10329.14,Manual,33873.72,Skuter,176.43,74.74,67.69
 BeAT,2017.97,6061.62,Kopling,53589.9,Sport,226.89,122.86,60.06
 BeAT ,2016.38,25740.63,Automatic,11631.28,Sport,123.99,110.08,137.66
 Supra X 125,2017.37,16357.42,Manual,35119.04,Skuter,126.07,72.12,53.88
 CRF 150,2013.0,32503.33,Kopling,93340.36,Bebek,26.48,103.19,128.43
 PCX,2016.0,24086.31,Manual,19226.68,Bebek,60.58,46.72,135.43
 BeAT ,2015.57,6619.98,Manual,77535.15,Trail,46.4,82.55,74.93
 PCX,2017.66,33371.18,Kopling,109334.41,Trail,144.51,35.24,67.04
 Sonic 150,2018.25,11865.73,Automatic,81379.91,Sport,158.78,61.76,114.15
 Revo,2011.1,14319.69,Kopling,96815.0,Sport,284.68,49.91,106.2
 BeAT ,2016.39,16349.12,Kopling,14212.49,Trail,21.97,97.73,49.28
 CRF 150,2011.41,5397.15,Automatic,30891.86,Trail,179.96,75.54,15.38
 Vario 125,2015.39,19289.78,Kopling,106641.55,Trail,157.95,100.85,39.73
 PCX,2013.3,7646.41,Kopling,85529.61,Skuter,154.87,77.98,19.65
 Supra GTR,2013.45,16308.87,Kopling,76640.26,Trail,261.95,36.39,44.21
 Vario 125,2013.82,14740.79,Manual,79489.13,Skuter,61.66,99.33,39.27
 Verza,2015.97,27910.84,Manual,50125.42,Skuter,12.23,108.82,95.66
 Verza,2013.67,28857.12,Manual,6633.49,Trail,201.68,115.64,143.17
 Supra X 125,2016.86,8585.33,Kopling,93687.61,Bebek,103.55,83.48,102.86
 BeAT,2014.24,15235.03,Automatic,81247.72,Bebek,5.28,101.1,139.0
 Revo,2011.55,15447.25,Manual,57020.7,Sport,75.41,100.95,117.62
 Sonic 150,2017.27,8522.85,Automatic,107255.82,Trail,92.8,43.11,109.18
 BeAT ,2013.29,28709.95,Kopling,40943.21,Sport,185.05,43.93,62.11
 Genio,2014.46,25863.82,Manual,36020.6,Trail,51.78,34.88,48.72
 Supra GTR,2016.48,9738.72,Kopling,104083.34,Sport,123.92,59.03,126.94
 PCX,2013.66,15240.36,Automatic,95163.77,Skuter,144.74,73.93,135.81
 Sonic 150,2011.45,7100.01,Manual,61983.01,Trail,137.77,124.8,67.78
 Vario 125,2013.99,23398.42,Manual,16773.12,Bebek,292.18,69.81,1.36
 BeAT Street,2018.56,7585.68,Manual,26696.09,Trail,13.65,98.45,118.88
 Verza,2016.13,34559.16,Manual,78602.13,Sport,285.29,95.26,42.76
 BeAT Street,2016.37,28155.5,Automatic,46694.57,Sport,174.58,47.83,1.48
 CRF 150,2016.06,15974.05,Manual,99809.6,Sport,238.72,33.68,120.75
 Supra GTR,2012.59,21849.62,Kopling,113161.76,Sport,129.12,80.96,77.61
 Genio,2014.35,32231.95,Manual,96181.43,Sport,136.15,95.93,102.78
 BeAT ,2017.01,21086.34,Automatic,45812.62,Sport,263.8,124.83,137.2
 Supra X 125,2011.81,9243.18,Manual,94187.06,Bebek,268.78,62.79,81.18
 Genio,2013.22,15614.17,Automatic,42741.28,Sport,71.61,114.95,75.48
 Supra GTR,2013.21,30104.28,Automatic,21051.83,Bebek,59.77,65.05,43.6
 Genio,2014.46,23897.8,Kopling,5320.01,Trail,148.87,94.87,45.78
 Supra GTR,2018.84,24100.95,Manual,46774.04,Skuter,270.08,86.03,119.48
 Supra GTR,2011.54,30842.96,Manual,107702.88,Bebek,96.71,33.14,67.35
 CB150R,2015.15,31690.07,Manual,29509.92,Trail,195.6,35.6,24.53
 PCX,2012.43,32495.61,Kopling,25689.13,Skuter,212.45,30.01,14.18
 BeAT Street,2018.77,6758.2,Kopling,115499.14,Bebek,233.6,63.97,70.94
 Verza,2011.91,20775.19,Automatic,4332.96,Bebek,169.18,100.34,69.74
 CB150R,2014.23,26902.16,Automatic,93845.34,Trail,120.74,44.76,98.02
 BeAT ,2016.9,27414.36,Automatic,39203.07,Sport,290.1,86.77,70.66
 CB150R,2016.64,22727.94,Kopling,5801.8,Bebek,183.4,56.02,21.52
 Revo,2014.38,9002.6,Kopling,109378.73,Bebek,218.57,105.31,76.17
 Revo,2013.77,28677.72,Kopling,17821.18,Trail,103.49,105.44,136.02
 Verza,2014.18,26265.75,Automatic,66312.8,Sport,200.98,103.22,23.92
 Genio,2013.11,6486.35,Kopling,33635.94,Skuter,77.34,78.91,103.46
 PCX,2012.64,18269.4,Automatic,9061.52,Sport,73.53,55.6,89.08
 Verza,2014.86,9226.92,Automatic,7264.83,Sport,214.42,106.52,112.29
 Supra GTR,2013.15,14327.95,Manual,14987.29,Trail,156.42,46.05,22.59
 Vario 125,2013.3,4363.11,Manual,9787.97,Sport,204.98,56.11,141.24
 PCX,2016.25,16288.89,Manual,90877.51,Trail,80.83,45.84,93.14
 BeAT,2018.75,20954.61,Automatic,58522.23,Skuter,179.62,93.4,127.06
 BeAT Street,2015.83,23129.36,Manual,41735.34,Bebek,133.18,94.56,36.99
 PCX,2011.62,24499.24,Manual,50615.87,Bebek,179.09,91.29,110.91
 Supra GTR,2011.6,29890.45,Manual,110689.94,Trail,87.26,68.31,117.15
 Supra GTR,2018.61,10521.23,Kopling,108549.15,Trail,214.64,37.72,59.62
 Supra X 125,2013.38,7557.91,Automatic,85596.78,Sport,241.78,116.38,57.59
 Verza,2011.74,30366.11,Manual,105481.84,Sport,77.97,77.25,98.67
 Supra GTR,2015.79,8685.16,Kopling,39000.47,Bebek,90.19,67.48,14.01
 Revo,2015.99,34210.54,Kopling,46231.94,Bebek,198.35,85.12,110.34
 BeAT ,2016.19,30085.35,Kopling,73599.76,Bebek,208.68,46.7,6.43
 Vario 125,2013.14,19425.85,Manual,74766.21,Trail,211.23,40.86,28.59
 BeAT Street,2011.12,34418.37,Kopling,58067.32,Skuter,204.81,67.34,99.62
 Verza,2018.72,6837.06,Automatic,48532.0,Skuter,117.84,50.04,14.75
 Sonic 150,2013.01,13254.35,Kopling,117423.99,Trail,118.46,51.7,145.78
 Revo,2016.41,23710.96,Kopling,98003.58,Sport,76.45,114.57,130.26
 CRF 150,2016.65,14718.86,Kopling,52570.34,Skuter,47.05,79.48,93.95
 BeAT,2015.88,32763.3,Kopling,86963.51,Sport,207.77,74.9,122.86
 Genio,2013.5,5846.47,Automatic,33107.36,Bebek,27.96,94.88,133.14
 Supra GTR,2013.17,20940.1,Manual,13176.82,Bebek,281.34,120.3,38.92
 Sonic 150,2015.78,22233.44,Automatic,42857.68,Sport,248.01,38.88,127.41
 Supra GTR,2017.93,24163.46,Automatic,48804.38,Bebek,257.25,108.85,29.22
 PCX,2018.57,11775.53,Manual,3336.74,Trail,272.0,84.65,62.0
 Revo,2011.85,15173.11,Kopling,97258.61,Sport,122.58,42.18,83.74
 PCX,2012.24,30120.99,Manual,43653.34,Sport,254.01,56.82,107.08
 Supra X 125,2018.56,9881.02,Manual,69682.42,Sport,47.42,74.79,4.52
 PCX,2016.89,29596.45,Automatic,10093.43,Skuter,6.49,95.04,43.58
 Supra X 125,2018.06,21353.29,Manual,21980.95,Sport,235.47,51.53,91.28
 BeAT,2012.62,27578.49,Kopling,106071.47,Sport,22.44,79.88,53.61
 Supra X 125,2015.7,26062.84,Automatic,73008.57,Sport,296.56,94.41,116.25
 Sonic 150,2016.61,10273.15,Kopling,113200.47,Skuter,202.44,71.53,97.75
 Supra GTR,2016.44,21545.39,Automatic,118902.93,Bebek,226.03,111.71,35.16
 Genio,2014.27,30871.09,Kopling,45143.69,Skuter,73.74,112.34,21.89
 BeAT Street,2011.12,17280.59,Manual,36547.87,Trail,202.16,73.66,94.36
 PCX,2015.66,33955.67,Manual,102384.32,Sport,12.97,122.37,67.57
 CRF 150,2013.02,17907.66,Manual,118886.62,Trail,251.35,35.33,25.34
 BeAT Street,2014.6,8253.77,Kopling,75473.96,Skuter,50.89,28.33,48.96
 Revo,2018.66,15948.97,Automatic,94946.46,Bebek,209.21,64.92,45.46
 Supra X 125,2014.19,33491.16,Automatic,93370.44,Bebek,67.34,86.31,16.22
 Supra GTR,2017.72,13773.97,Automatic,43199.91,Sport,20.54,89.03,82.04
 Vario 125,2012.51,30882.79,Manual,68959.08,Bebek,144.45,74.22,114.55
 Verza,2016.38,31293.14,Kopling,99407.65,Skuter,50.79,40.11,86.32
 Sonic 150,2018.82,14724.47,Automatic,82353.79,Skuter,218.83,44.54,123.94
 Genio,2011.82,6396.56,Kopling,3881.11,Bebek,71.27,110.66,19.14
 CB150R,2011.07,26404.48,Automatic,41007.45,Sport,102.74,112.19,65.34
 Sonic 150,2014.47,13517.87,Manual,18389.87,Sport,170.23,93.37,91.41
 BeAT,2011.74,28225.43,Kopling,28802.28,Skuter,85.49,92.43,101.4
 Vario 125,2016.99,17609.39,Automatic,107929.99,Bebek,113.4,85.98,104.37
 CRF 150,2018.32,18938.84,Automatic,5731.83,Skuter,244.69,47.68,109.34
 Verza,2014.47,28069.0,Automatic,27252.53,Skuter,53.76,69.54,97.71
 Vario 125,2013.07,15728.35,Automatic,37814.62,Trail,24.66,95.5,14.13
 PCX,2014.48,17624.13,Manual,73972.96,Skuter,98.51,80.11,104.3
 Supra X 125,2016.79,15535.77,Automatic,64232.87,Sport,127.31,29.8,108.72
 Genio,2011.07,15259.66,Automatic,27072.37,Bebek,162.8,120.5,149.02
 BeAT ,2015.72,20208.01,Manual,20715.44,Bebek,111.73,109.95,104.0
 Supra X 125,2015.91,29032.73,Automatic,29252.42,Trail,236.97,53.27,103.02
 BeAT ,2016.1,15085.81,Kopling,60518.13,Trail,11.8,87.8,77.22
 BeAT Street,2012.94,20155.22,Kopling,33297.51,Sport,129.53,117.55,130.19
 Verza,2016.71,24725.02,Automatic,112884.96,Trail,114.68,37.31,149.53
 Supra GTR,2011.73,12205.24,Manual,55968.92,Skuter,194.27,76.79,116.86
 CB150R,2012.59,12457.43,Manual,8308.88,Skuter,289.88,72.26,91.88
 Revo,2018.02,32920.56,Manual,87195.76,Sport,153.11,67.79,11.84
 Supra X 125,2016.91,26372.56,Automatic,40082.61,Bebek,296.06,109.05,109.01
 Genio,2011.11,21806.65,Automatic,78279.85,Sport,90.67,64.92,106.28
 BeAT,2012.99,24007.22,Kopling,34287.79,Trail,9.26,34.18,116.34
 BeAT,2012.72,4713.11,Manual,68544.14,Bebek,49.7,34.39,18.68
 Vario 125,2013.17,23083.19,Automatic,92241.69,Bebek,118.54,32.15,98.06
 Genio,2012.98,19695.17,Automatic,110579.58,Bebek,94.9,67.69,44.36
 Verza,2011.5,20825.84,Automatic,32114.96,Trail,29.12,97.69,114.04
 BeAT Street,2014.67,15012.66,Manual,40789.93,Skuter,129.8,47.76,36.06
 BeAT ,2016.86,6340.9,Manual,56016.12,Skuter,101.43,90.71,102.6
 Vario 125,2015.85,9830.99,Kopling,110481.46,Trail,36.79,94.65,44.25
 BeAT,2016.38,33461.28,Manual,107447.28,Trail,88.84,52.75,1.35
 Revo,2011.65,16550.02,Automatic,11965.99,Sport,265.93,86.25,95.0
 Revo,2018.61,18359.05,Kopling,16913.73,Sport,90.61,94.43,16.99
 Supra X 125,2017.71,5443.49,Manual,59692.11,Skuter,214.19,73.26,98.89
 Verza,2017.44,4971.03,Manual,13935.72,Trail,183.61,60.66,138.84
 Supra GTR,2017.58,26174.34,Manual,42051.7,Sport,128.15,88.06,145.39
 BeAT,2018.46,20587.02,Manual,18849.88,Trail,71.71,122.85,35.39
 CRF 150,2015.35,19670.12,Automatic,76226.87,Trail,110.7,69.4,121.39
 Verza,2012.6,11384.24,Manual,113107.68,Skuter,177.63,66.0,53.03
 BeAT Street,2015.93,27034.48,Automatic,118665.7,Skuter,105.23,73.03,135.07
 BeAT ,2016.94,9047.81,Automatic,45541.5,Trail,64.47,35.39,118.12
 Genio,2016.9,9724.77,Automatic,71870.23,Bebek,34.94,81.66,11.09
 BeAT,2015.17,18172.76,Kopling,102138.6,Bebek,263.93,59.88,61.07
 Revo,2011.55,12730.65,Automatic,15211.47,Trail,132.09,39.78,50.6
 Genio,2013.97,11519.6,Manual,82524.46,Skuter,187.56,73.23,117.78
 Genio,2018.37,23929.77,Kopling,49495.14,Bebek,147.12,28.33,61.54
 Genio,2015.68,24108.67,Manual,25645.95,Skuter,261.77,66.97,102.69
 Revo,2015.31,29523.11,Automatic,48778.59,Bebek,164.08,38.26,90.37
 BeAT Street,2013.15,16831.09,Manual,10328.41,Trail,144.23,30.36,146.35
 Sonic 150,2013.95,6079.18,Kopling,83211.91,Sport,277.38,107.97,140.67
 PCX,2018.16,12337.12,Kopling,31128.45,Sport,215.91,116.88,64.15
 BeAT ,2016.33,34374.19,Manual,38030.68,Skuter,33.46,48.14,108.54
 CRF 150,2017.3,22401.67,Manual,15637.3,Skuter,53.31,80.31,124.42
 Sonic 150,2014.63,25942.09,Manual,103125.93,Bebek,236.14,54.96,134.83
 BeAT ,2016.04,4028.56,Kopling,59449.16,Trail,250.76,75.88,10.22
 Vario 125,2012.99,19966.5,Automatic,68709.23,Bebek,163.56,70.35,45.31
 Verza,2016.64,4969.86,Manual,68389.88,Trail,166.34,54.1,48.03
 Verza,2014.42,21558.41,Automatic,49689.21,Trail,189.58,95.94,65.17
 CB150R,2014.54,32526.13,Kopling,24043.88,Skuter,131.73,40.27,25.39
 Verza,2016.19,34012.71,Manual,89062.57,Sport,204.06,33.15,74.43
 Revo,2018.49,20663.7,Manual,16340.31,Sport,32.54,102.46,99.48
 CRF 150,2011.51,18094.53,Kopling,13612.69,Skuter,288.38,92.6,74.6
 Supra GTR,2017.6,33282.59,Manual,84945.95,Sport,225.05,76.36,99.87
 Supra X 125,2013.34,24814.95,Automatic,25962.55,Skuter,189.35,73.38,9.97
 CB150R,2014.55,5823.79,Kopling,37485.58,Bebek,94.9,76.25,131.4
 Supra X 125,2011.18,18329.17,Kopling,57305.79,Trail,48.29,70.39,140.86
 BeAT ,2013.41,11294.4,Manual,54261.23,Sport,122.8,66.11,92.69
 Supra X 125,2015.02,18456.43,Kopling,84761.71,Sport,198.47,76.47,132.21
 Supra X 125,2011.45,18009.07,Manual,74743.36,Bebek,190.11,79.27,19.72
 CB150R,2014.93,21961.34,Manual,77210.01,Bebek,114.79,95.11,119.62
 Vario 125,2018.42,14929.88,Kopling,85405.92,Sport,183.99,96.99,17.87
 Genio,2011.84,8924.07,Manual,35819.52,Sport,244.12,64.63,61.2
 Verza,2017.12,19514.54,Automatic,39316.42,Skuter,7.89,68.11,48.57
 Verza,2014.28,29700.5,Automatic,52925.38,Skuter,135.19,64.25,87.84
 Revo,2016.24,24515.52,Manual,37566.69,Sport,227.57,80.04,45.23
 CB150R,2013.08,14355.74,Automatic,117277.8,Skuter,163.84,71.98,95.6
 Revo,2012.28,32986.38,Manual,97171.54,Bebek,195.44,114.29,55.11
 Supra GTR,2012.28,32258.96,Automatic,20764.11,Trail,155.0,95.55,129.12
 Supra GTR,2011.56,10330.46,Kopling,2049.2,Skuter,297.56,115.17,95.08
 Revo,2012.49,5028.79,Manual,6424.84,Trail,16.39,96.79,32.29
 CB150R,2016.31,26927.09,Manual,30107.26,Skuter,147.31,122.19,50.42
 Revo,2018.05,29619.61,Manual,14838.4,Sport,27.42,89.67,127.11
 Verza,2017.51,33995.41,Manual,64143.03,Skuter,47.94,121.46,57.97
 Sonic 150,2016.48,31561.01,Manual,102341.86,Trail,114.91,43.34,80.37
 PCX,2011.88,22535.08,Manual,88076.29,Trail,46.66,33.09,97.34
 CRF 150,2013.31,20336.1,Kopling,26759.35,Sport,289.11,84.18,52.17
 Supra X 125,2013.48,4667.61,Kopling,48372.15,Trail,284.04,123.4,44.1
 PCX,2013.0,11494.43,Automatic,61149.32,Sport,100.83,68.51,71.29
 CB150R,2015.12,18138.52,Manual,96719.01,Sport,191.92,48.57,32.23
 BeAT Street,2015.28,23407.69,Automatic,100121.21,Trail,160.13,78.59,42.63
 PCX,2013.86,21184.7,Automatic,108427.55,Bebek,244.68,90.93,9.31
 CRF 150,2013.83,26968.5,Kopling,61308.29,Trail,188.23,58.57,45.6
 Supra GTR,2017.63,12527.45,Automatic,83078.67,Trail,0.08,97.33,48.11
 BeAT ,2017.31,21424.96,Kopling,14545.32,Skuter,228.95,122.59,144.27
 Supra X 125,2013.46,6548.95,Automatic,67902.33,Trail,224.05,115.01,88.46
 CRF 150,2018.31,16704.95,Manual,30651.83,Skuter,152.92,56.28,118.11
 Genio,2018.62,27203.27,Automatic,52186.38,Skuter,270.88,59.69,6.81
 BeAT Street,2013.61,25432.41,Kopling,75992.75,Trail,272.53,64.04,15.98
 CB150R,2013.84,34706.06,Kopling,31627.71,Sport,157.17,66.27,122.18
 Supra X 125,2015.05,12468.93,Kopling,7531.04,Bebek,182.4,37.73,93.53
 PCX,2018.53,19342.01,Automatic,2595.11,Trail,298.96,101.91,28.65
 Supra GTR,2018.01,14080.02,Automatic,3998.27,Trail,89.65,63.44,60.72
 Vario 125,2011.82,17545.38,Kopling,2373.42,Sport,97.39,113.34,80.8
 Sonic 150,2014.14,30534.99,Manual,14375.27,Skuter,54.83,117.91,126.54
 Genio,2015.43,25145.64,Manual,29569.0,Sport,268.76,30.37,9.06
 BeAT Street,2015.03,31330.28,Automatic,27419.7,Sport,223.35,123.88,89.51
 Sonic 150,2012.55,10148.34,Automatic,117496.5,Skuter,31.69,96.87,107.56
 Supra X 125,2017.87,31046.99,Kopling,37395.37,Trail,294.53,78.48,146.68
 Supra GTR,2016.42,5663.52,Automatic,16383.2,Sport,219.29,65.78,121.07
 Supra GTR,2017.7,31522.41,Automatic,65581.34,Sport,255.16,78.3,41.43
 CRF 150,2017.87,14065.77,Kopling,102337.42,Trail,14.45,59.49,106.44
 PCX,2016.99,13613.82,Kopling,81170.91,Trail,151.49,88.4,114.49
 CRF 150,2014.51,19775.65,Automatic,36227.72,Bebek,209.58,37.02,109.46
 Verza,2015.88,33147.59,Manual,67470.2,Sport,162.88,88.25,123.02
 PCX,2012.28,5289.73,Automatic,85500.24,Bebek,199.99,54.71,135.56
 Verza,2016.39,14788.25,Manual,87059.05,Skuter,245.36,29.71,14.76
 CRF 150,2012.43,30523.19,Manual,79815.25,Trail,112.3,81.61,15.71
 Verza,2016.55,16155.5,Manual,103849.68,Trail,254.6,84.11,119.46
 Genio,2012.84,10012.5,Kopling,103766.74,Bebek,48.87,69.38,37.86
 CRF 150,2011.94,17052.15,Kopling,69508.1,Sport,81.27,35.01,8.78
 PCX,2012.32,15827.85,Kopling,51967.47,Skuter,13.0,114.65,60.18
 BeAT,2011.02,32359.07,Automatic,76877.52,Sport,109.33,87.31,122.98
 CRF 150,2016.75,27570.59,Kopling,97661.01,Sport,113.97,39.22,18.98
 Vario 125,2016.86,19558.1,Kopling,2056.02,Bebek,241.58,77.56,100.78
 BeAT Street,2015.12,34635.17,Automatic,118108.38,Sport,195.94,76.23,0.54
 Revo,2012.29,18315.19,Automatic,22910.1,Bebek,131.02,33.86,16.46
 Revo,2011.67,5615.96,Manual,56720.03,Trail,195.63,86.87,52.63
 PCX,2011.15,11981.7,Automatic,103993.15,Trail,15.84,106.41,12.54
 PCX,2012.33,17403.96,Automatic,27869.03,Trail,54.08,100.65,126.89
 Sonic 150,2018.13,8694.2,Kopling,57490.25,Skuter,188.08,47.69,129.61
 BeAT Street,2012.93,33362.08,Manual,16990.49,Skuter,192.41,111.64,113.34
 BeAT Street,2013.83,27723.92,Manual,47875.29,Sport,232.24,61.23,36.37
 Genio,2011.84,12169.29,Automatic,22232.58,Bebek,120.9,119.81,78.49
 PCX,2012.78,22231.51,Kopling,44175.08,Sport,216.77,34.96,27.63
 BeAT Street,2015.15,26307.49,Kopling,45332.43,Trail,205.19,75.16,42.19
 Sonic 150,2015.86,33165.96,Kopling,118246.48,Sport,289.02,85.92,77.4
 Verza,2012.96,31305.14,Kopling,118439.71,Sport,64.54,52.02,110.25
 Supra GTR,2011.46,19872.48,Automatic,14896.64,Sport,165.5,102.82,14.2
 Supra GTR,2014.13,27967.39,Kopling,86807.76,Trail,180.53,88.81,44.5
 Verza,2012.87,21337.35,Manual,7479.32,Bebek,299.59,29.76,138.99
 CB150R,2012.76,21042.81,Manual,4943.36,Sport,60.36,87.01,64.37
 Sonic 150,2018.68,7378.83,Automatic,13784.48,Trail,156.97,75.67,140.83
 BeAT Street,2015.93,7734.37,Kopling,114989.08,Skuter,103.86,47.01,148.71
 BeAT,2015.46,20319.92,Kopling,112092.06,Bebek,157.77,124.59,79.0
 Sonic 150,2014.33,12187.21,Kopling,24208.35,Trail,69.64,115.02,43.21
 CRF 150,2014.43,4455.33,Kopling,20413.21,Sport,14.28,56.37,118.62
 Verza,2015.33,26350.86,Automatic,29692.12,Trail,171.77,80.48,23.9
 Vario 125,2016.57,4812.55,Kopling,62049.74,Bebek,100.76,58.7,37.81
 BeAT ,2016.62,22371.04,Automatic,68421.88,Sport,54.58,103.22,117.73
 Supra X 125,2012.37,20621.31,Kopling,27463.46,Skuter,97.18,118.24,65.05
 Verza,2015.0,34025.05,Kopling,90414.48,Skuter,14.78,62.81,30.23
 BeAT,2014.3,18905.97,Manual,37812.72,Skuter,285.13,106.14,97.67
 BeAT Street,2017.96,5783.3,Automatic,109888.05,Trail,174.34,76.35,109.91
 BeAT,2016.05,21011.11,Manual,78660.34,Bebek,244.43,66.47,18.76
 BeAT,2015.26,30040.36,Automatic,52731.65,Skuter,126.94,119.03,41.55
 PCX,2011.92,34899.7,Kopling,94331.26,Sport,270.99,77.51,33.19
 PCX,2015.85,17225.28,Kopling,97626.02,Sport,145.0,73.34,56.98
 Genio,2011.94,13792.0,Automatic,35568.78,Sport,172.18,93.23,114.52
 Verza,2013.7,32085.68,Manual,41361.47,Trail,147.54,53.34,107.06
 Genio,2012.14,9765.56,Automatic,111514.55,Bebek,219.98,59.5,99.38
 Verza,2016.54,22999.77,Automatic,20774.27,Bebek,170.0,118.41,0.94
 Sonic 150,2012.65,16456.88,Kopling,6350.38,Skuter,81.48,93.82,21.32
 Supra X 125,2014.13,5080.73,Manual,54814.7,Bebek,43.66,108.18,33.49
 BeAT,2018.17,14634.05,Automatic,95660.56,Sport,181.84,54.3,40.79
 Sonic 150,2012.63,12073.86,Manual,92184.7,Sport,146.75,80.75,21.96
 BeAT ,2015.06,25204.36,Manual,109582.05,Trail,28.79,122.23,61.55
 Supra GTR,2014.35,33400.31,Automatic,64126.86,Sport,118.69,58.91,11.28
 Revo,2011.14,12161.8,Manual,13164.51,Bebek,154.43,43.57,112.5
 CRF 150,2017.34,29115.93,Kopling,70655.56,Sport,248.07,77.56,118.16
 Verza,2011.55,5526.17,Kopling,92976.25,Skuter,22.83,65.62,86.14
 BeAT ,2014.79,20587.84,Kopling,12371.89,Trail,104.55,43.48,13.46
 Supra GTR,2015.49,6000.09,Kopling,21705.7,Trail,246.8,114.19,133.51
 BeAT Street,2016.03,32939.9,Manual,2837.11,Bebek,194.53,124.1,144.85
 CB150R,2016.51,27708.39,Kopling,71239.57,Sport,86.99,83.15,30.35
 Supra X 125,2013.03,24326.38,Automatic,105723.28,Sport,253.6,103.14,105.7
 Genio,2011.08,29503.74,Kopling,80300.58,Bebek,147.99,111.33,126.29
 Genio,2016.79,24000.97,Automatic,116936.85,Bebek,149.51,96.0,80.98
 Sonic 150,2015.29,34029.1,Automatic,8807.48,Skuter,292.98,32.28,48.5
 PCX,2017.69,26073.77,Kopling,107637.2,Bebek,284.13,43.29,71.78
 Supra GTR,2017.57,32647.42,Kopling,97173.46,Sport,107.56,34.89,76.84
 CB150R,2017.75,19933.0,Manual,38364.34,Skuter,42.17,28.96,60.1
 BeAT ,2014.88,7451.29,Automatic,115935.16,Trail,97.7,57.68,139.48
 Supra X 125,2013.67,20277.62,Kopling,35269.47,Sport,9.14,66.06,111.58
 Supra GTR,2017.33,7757.31,Manual,106025.7,Trail,6.23,51.38,36.2
 CB150R,2014.61,22284.2,Kopling,105019.0,Trail,118.66,34.27,87.83
 Revo,2012.47,18852.3,Kopling,90536.24,Trail,282.31,79.4,103.3
 Verza,2017.84,23222.73,Kopling,67688.37,Sport,261.41,54.51,21.02
 Genio,2018.06,4112.46,Automatic,15510.4,Trail,153.43,105.22,53.76
 BeAT ,2014.73,9877.83,Kopling,63982.26,Sport,169.57,28.78,135.83
 Genio,2011.61,19128.02,Manual,43371.29,Trail,1.78,109.73,85.08
 BeAT ,2014.1,33453.76,Kopling,94602.46,Bebek,64.65,120.61,32.55
 Sonic 150,2017.43,15767.22,Kopling,90591.72,Bebek,7.43,97.47,18.42
 PCX,2018.21,17038.98,Manual,108532.76,Sport,226.36,99.16,77.73
 BeAT ,2012.63,26096.8,Manual,3135.9,Trail,43.69,118.56,82.15
 Genio,2011.54,22636.73,Automatic,96589.28,Trail,260.71,48.28,50.16
 Sonic 150,2018.02,13125.2,Automatic,111809.51,Trail,193.0,124.47,94.56
 BeAT ,2014.12,16616.06,Automatic,94259.3,Bebek,68.83,103.03,10.3
 Revo,2015.33,10591.02,Automatic,16709.55,Trail,47.32,98.48,21.77
 PCX,2018.74,33937.9,Manual,10954.22,Trail,188.29,63.03,81.94
 BeAT ,2011.53,7874.66,Kopling,3843.63,Sport,270.25,80.94,9.27
 Sonic 150,2016.19,15399.94,Kopling,75368.53,Trail,215.51,91.43,132.14
 BeAT Street,2011.59,4605.15,Kopling,75477.65,Bebek,104.56,88.17,21.32
 Supra GTR,2014.0,10718.3,Automatic,117510.28,Trail,176.22,96.38,101.09
